property_id	account_number	full_address	sqft	description	catchment_side	sale_date	sale_price
4914004638	461053400	4638 LARCHWOOD AVE	2828	S/D W/B GAR 3 STY MASONRY	inside	2015-01-23	1
4914004640	461053500	4640 LARCHWOOD AVE	2718	SEMI/DET 3 STY MASONRY	inside	2014-05-30	433500
4914004642	461053600	4642 LARCHWOOD AVE	2718	S/D W/B GAR 3 STY MASONRY	inside	2005-08-11	460000
4914004644	461053700	4644 LARCHWOOD AVE	2718	SEMI/DET 3 STY MASONRY	inside	2009-11-30	520000
4914004715	461048200	4715 LARCHWOOD AVE	1936	ROW B/GAR 2 STY MASONRY	outside	2015-04-24	255000
4914004716	461054300	4716 LARCHWOOD AVE	1936	ROW B/GAR 2 STY MASONRY	outside	2015-06-26	410000
4914004717	461048300	4717 LARCHWOOD AVE	1824	ROW B/GAR 2 STY MASONRY	outside	2011-11-02	320000
4914004718	461054400	4718 LARCHWOOD AVE	1784	ROW B/GAR 2 STY MASONRY	outside	2011-07-01	1
4914004719	461048400	4719 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2003-05-29	160000
4914004720	461054500	4720 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside		1
4914004721	461048500	4721 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2003-07-18	250000
4914004722	461054600	4722 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	1998-12-18	74500
4914004723	461048600	4723 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2003-12-29	205000
4914004724	461054700	4724 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2007-05-04	312500
4914004725	461048700	4725 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	1986-08-11	90000
4914004726	461054800	4726 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2004-04-30	225000
4914004727	461048800	4727 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	1990-04-30	95000
4914004728	461054900	4728 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2015-06-17	392500
4914004729	461048900	4729 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	1976-08-23	1
4914004730	461055000	4730 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside		1
4914004731	461049000	4731 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2000-05-15	1
4914004732	461055100	4732 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	1999-06-23	84500
4914004733	461049100	4733 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2011-03-17	237500
4914004734	461055200	4734 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2009-09-01	1
4914004735	461049200	4735 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2003-08-31	200000
4914004736	461055300	4736 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside		1
4914004737	461049300	4737 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2006-10-05	305000
4914004738	461055400	4738 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside		1
4914004739	461049400	4739 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2008-04-11	262500
4914004740	461055500	4740 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	1992-08-31	86500
4914004741	461049500	4741 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2011-05-14	220000
4914004742	461055600	4742 LARCHWOOD AVE	1568	ROW B/GAR 2 STY MASONRY	outside	2011-07-11	241500
4914004743	461049600	4743 LARCHWOOD AVE	1824	ROW B/GAR 2 STY MASONRY	outside		14200
4914004744	461055700	4744 LARCHWOOD AVE	1560	ROW B/GAR 2 STY MASONRY	outside	2013-08-02	340000
2202004700	461076600	4700 CEDAR AVE	3080	S/D CONV APT 3 STY MASON	outside	2012-10-25	252500
2202004701	461071900	4701 CEDAR AVE	3771	S/D CONV APT 3 STY MASON	outside	2012-05-29	1
2202004702	461076700	4702 CEDAR AVE	3080	S/D CONV APT 3 STY MASON	outside	2012-10-25	253750
2202004703	461072000	4703 CEDAR AVE	3259	S/D CONV APT 3 STY MASON	outside	2003-10-16	210000
2202004704	461076800	4704 CEDAR AVE	2448	S/D CONV APT 3 STY MASON	outside	2013-03-19	3
2202004705	461072100	4705 CEDAR AVE	2916	S/D CONV APT 3 STY MASON	outside	2003-06-30	207000
2202004706	461076900	4706 CEDAR AVE	2448	S/D CONV APT 3 STY MASON	outside	2015-06-11	300000
2202004707	461072200	4707 CEDAR AVE	2916	S/D CONV APT 3 STY MASON	outside	2005-07-07	360000
2202004708	461077000	4708 CEDAR AVE	2610	S/D CONV APT 3 STY MASON	outside	2013-01-17	1
2202004709	461072300	4709 CEDAR AVE	2916	S/D CONV APT 3 STY MASON	outside	2003-10-16	162500
2202004710	461077100	4710 CEDAR AVE	2610	SEMI/DET 3 STY MASONRY	outside	2013-08-29	440600
2202004711	881702700	4711 CEDAR AVE	2997	APTS 5-50 UNITS MASONRY	outside	2003-10-16	162500
2202004712	461077200	4712 CEDAR AVE	2610	SEMI/DET 3 STY MASONRY	outside	2006-05-19	450000
2202004713	461072500	4713 CEDAR AVE	2916	SEMI/DET 3 STY MASONRY	outside		1
2202004714	461077300	4714 CEDAR AVE	2610	S/D CONV APT 3 STY MASON	outside	1980-10-28	52000
2202004715	461072600	4715 CEDAR AVE	2916	SEMI/DET 3 STY MASONRY	outside	2013-08-26	1
2202004716	881703000	4716 CEDAR AVE	2610	APTS 5-50 UNITS MASONRY	outside	2002-06-07	91000
2202004717	461072700	4717 CEDAR AVE	2916	S/D CONV APT 3 STY MASON	outside	1997-11-12	73000
2202004718	881703100	4718 CEDAR AVE	2610	APTS 5-50 UNITS MASONRY	outside	2001-03-22	86000
2202004719	461072800	4719 CEDAR AVE	2916	SEMI/DET 3 STY MASONRY	outside	2002-02-27	165000
2202004720	461077600	4720 CEDAR AVE	2610	S/D CONV APT 3 STY MASON	outside	2003-06-27	170000
2202004721	461072900	4721 CEDAR AVE	2916	SEMI/DET 3 STY MASONRY	outside	1981-08-24	1
2202004722	461077700	4722 CEDAR AVE	2610	S/D CONV APT 3 STY MASON	outside	2009-12-29	250000
2202004723	461073000	4723 CEDAR AVE	2916	S/D CONV APT 3 STY MASON	outside	1997-05-30	85000
2202004724	461077830	4724 CEDAR AVE	2610	SEMI/DET 3 STY MASONRY	outside	2009-08-13	1
2202004725	461073100	4725 CEDAR AVE	2916	S/D CONV APT 3 STY MASON	outside	2002-10-06	100000
2202004726	461077840	4726 CEDAR AVE	2610	SEMI/DET 3 STY MASONRY	outside	2015-08-18	525000
2202004727	461073200	4727 CEDAR AVE	2916	SEMI/DET 3 STY MASONRY	outside	2003-08-26	290500
2202004728	461078000	4728 CEDAR AVE	2610	SEMI/DET 3 STY MASONRY	outside	1979-08-28	61000
2202004729	461073300	4729 CEDAR AVE	2916	S/D CONV APT 3 STY MASON	outside	1993-03-15	80000
7390004600	461115500	4600 SPRINGFIELD AVE	2310	SEMI/DET 3 STY MASONRY	inside	2003-08-14	352000
7390004601	461110400	4601 SPRINGFIELD AVE	3036	SEMI/DET 3 STY MASONRY	inside		1
7390004602	461115600	4602 SPRINGFIELD AVE	2310	S/D CONV APT 3 STY MASON	inside	1998-04-21	85000
7390004603	461110500	4603 SPRINGFIELD AVE	3036	S/D CONV APT 3 STY MASON	inside	1983-07-22	60000
7390004604	461115700	4604 SPRINGFIELD AVE	2310	SEMI/DET 3 STY MASONRY	inside	2009-09-25	545000
7390004605	881705500	4605 SPRINGFIELD AVE	3105	APTS 5-50 UNITS MASONRY	inside	1993-09-13	11900
7390004606	461115800	4606 SPRINGFIELD AVE	2310	S/D CONV APT 3 STY MASON	inside	1985-04-24	70000
7390004607	461110700	4607 SPRINGFIELD AVE	3036	SEMI/DET 3 STY MASONRY	inside	2012-03-09	460000
7390004608	461115900	4608 SPRINGFIELD AVE	2310	SEMI/DET 3 STY MASONRY	inside	1999-08-19	40000
7390004609	881705510	4609 SPRINGFIELD AVE	3036	APTS 5-50 UNITS MASONRY	inside	2013-10-22	4
7390004610	461116000	4610 SPRINGFIELD AVE	2514	SEMI/DET 3 STY MASONRY	inside	2007-06-27	575000
7390004611	461110900	4611 SPRINGFIELD AVE	3036	SEMI/DET 3 STY MASONRY	inside	2005-08-02	1
7390004615	461111000	4615-25 SPRINGFIELD AVE	8028	DET 3.5 STY STONE	inside		1
7390004700	774297000	4700 SPRINGFIELD AVE	4780	S/D W/D GAR 3 STY MASONRY	outside		1
7390004701	774298000	4701 SPRINGFIELD AVE	2592	SCHOOL 3 STY MASONRY	outside		1
7390004702	461116400	4702 SPRINGFIELD AVE	3450	SEMI/DET 3 STY MASONRY	outside	2012-11-13	387500
7390004703	774299000	4703 SPRINGFIELD AVE	2592	SCHOOL 3 STY MASONRY	outside		1
7390004704	461116500	4704 SPRINGFIELD AVE	3450	SEMI/DET 3 STY MASONRY	outside	1996-02-19	1
7390004705	461111500	4705 SPRINGFIELD AVE	3489	SEMI/DET 3 STY MASONRY	outside	1986-08-27	1
7390004706	461116600	4706 SPRINGFIELD AVE	3749	S/D CONV APT 3 STY MASON	outside	1985-09-06	87500
7390004707	461111600	4707 SPRINGFIELD AVE	3129	SEMI/DET 3 STY MASONRY	outside	1998-03-30	1
7390004708	461116700	4708 SPRINGFIELD AVE	3450	S/D CONV APT 3 STY MASON	outside	2011-06-07	1
7390004709	461111700	4709 SPRINGFIELD AVE	3129	S/D CONV APT 3 STY MASON	outside	1987-09-11	127500
7390004710	881706000	4710 SPRINGFIELD AVE	3859	APTS 5-50 UNITS MASONRY	outside	1996-01-15	100000
7390004711	461111800	4711 SPRINGFIELD AVE	3129	S/D CONV APT 3 STY MASON	outside	2015-11-06	427500
7390004712	461116900	4712 SPRINGFIELD AVE	2799	S/D CONV APT 3 STY MASON	outside	2015-05-29	535000
7390004713	461111900	4713 SPRINGFIELD AVE	3129	SEMI/DET 3 STY MASONRY	outside	2007-05-26	1
7390004714	461117000	4714 SPRINGFIELD AVE	2799	S/D CONV APT 3 STY MASON	outside	1999-01-05	1
7390004715	461112000	4715 SPRINGFIELD AVE	3273	S/D CONV APT 3 STY MASON	outside	2009-08-20	314000
7390004716	461117100	4716 SPRINGFIELD AVE	3615	SEMI/DET 3 STY MASONRY	outside	2001-09-21	1
7390004717	461112100	4717 SPRINGFIELD AVE	3357	SEMI/DET 3 STY MASONRY	outside	1994-01-07	95000
7390004718	461117200	4718 SPRINGFIELD AVE	2829	SEMI/DET 3 STY MASONRY	outside	1988-05-19	160833
7390004719	461112200	4719 SPRINGFIELD AVE	3237	S/D CONV APT 3 STY MASON	outside	1972-08-01	15000
7390004720	461117300	4720 SPRINGFIELD AVE	2799	SEMI/DET 3 STY MASONRY	outside	1999-08-09	152000
7390004721	461112300	4721 SPRINGFIELD AVE	3129	SEMI/DET 3 STY MASONRY	outside	2014-07-31	383000
7390004722	461117400	4722 SPRINGFIELD AVE	2799	SEMI/DET 3 STY MASONRY	outside	2012-05-25	369000
7390004723	461112400	4723 SPRINGFIELD AVE	3129	SEMI/DET 3 STY MASONRY	outside	2000-09-29	140000
7390004724	461117500	4724 SPRINGFIELD AVE	2799	SEMI/DET 3 STY MASONRY	outside	1975-04-01	18000
7390004725	461112500	4725 SPRINGFIELD AVE	3129	SEMI/DET 3 STY MASONRY	outside	1985-10-21	1
7390004726	461117600	4726 SPRINGFIELD AVE	4932	SEMI/DET 4 STY MASONRY	outside	2010-04-15	400000
7390004727	461112600	4727 SPRINGFIELD AVE	3129	S/D CONV APT 3 STY MASON	outside	2009-03-12	250000
8869001002	461151300	1002 S 45TH ST	3240	S/D CONV APT 3 STY MASON	inside	2005-01-18	325000
8869001004	461151400	1004 S 45TH ST	3060	SEMI/DET 3 STY MASONRY	inside	2012-09-06	3
8869001006	461151500	1006 S 45TH ST	3060	SEMI/DET 3 STY MASONRY	inside	1991-03-15	1
8869001008	461151600	1008 S 45TH ST	3060	S/D CONV APT 3 STY MASON	inside	1995-10-06	87500
8869001010	461151700	1010 S 45TH ST	3186	SEMI/DET 3 STY MASONRY	inside	1993-08-06	111000
8869001012	461151800	1012 S 45TH ST	3600	SEMI/DET 3 STY MASONRY	inside	2003-06-12	318875
8869001014	461151900	1014 S 45TH ST	3600	SEMI/DET 3.5 STY MASONRY	inside	2011-04-26	530000
8869001016	461152000	1016 S 45TH ST	3600	S/D CONV APT 3 STY MASON	inside	2010-09-28	3
8869001018	461152100	1018 S 45TH ST	3600	S/D CONV APT 3 STY MASON	inside	2010-09-28	3
8871001001	461171600	1001 S 46TH ST	2565	DET 3 STY MASONRY	inside	2003-06-25	239000
8871001002	461180910	1002-06 S 46TH ST	3875	DET 3 STY STONE	inside	1981-07-29	92000
88710010030000001	888460136	1003-05 S 46TH ST	1250	RES CONDO 3 STY MASONRY	inside	2000-11-21	50000
88710010030000002	888460137	1003-05 S 46TH ST	1250	RES CONDO 3 STY MASONRY	inside	1988-08-01	52000
88710010030000003	888460138	1003-05 S 46TH ST	1250	RES CONDO 3 STY MASONRY	inside	2013-04-19	1
88710010030000004	888460139	1003-05 S 46TH ST	1250	RES CONDO 3 STY MASONRY	inside	2004-05-19	109000
88710010030000005	888460140	1003-05 S 46TH ST	1250	RES CONDO 3 STY MASONRY	inside	2004-06-29	75000
88710010030000006	888460141	1003-05 S 46TH ST	1250	RES CONDO 3 STY MASONRY	inside	2008-08-20	1
8871001007	881144017	1007-09 S 46TH ST	7770	APTS 5-50 UNITS MASONRY	inside	2010-03-10	3
8871001008	461180925	1008 S 46TH ST	1224	DET 2 STY STONE	inside	1996-07-31	92500
8871001010	461181000	1010 S 46TH ST	2700	S/D CONV APT 3 STY MASON	inside	2007-03-19	1
8871001011	461171900	1011 S 46TH ST	3135	S/D CONV APT 3 STY MASON	inside	2005-09-02	437000
8871001012	461181100	1012 S 46TH ST	2700	S/D CONV APT 3 STY MASON	inside	2003-09-04	1
8871001013	461172000	1013 S 46TH ST	3135	SEMI/DET 3 STY MASONRY	inside	2000-08-18	55000
8871001014	461181200	1014 S 46TH ST	2700	SEMI/DET 3 STY MASONRY	inside	2011-07-14	450000
8871001015	461172100	1015 S 46TH ST	3135	S/D CONV APT 3 STY MASON	inside	1978-11-17	35000
8871001016	871212600	1016 S 46TH ST	3255	STR/OFF+APT 3 STY MASONRY	inside	2003-11-24	1
8871001017	461172200	1017 S 46TH ST	3135	SEMI/DET 3 STY MASONRY	inside	2010-05-27	300000
8871001019	461172300	1019 S 46TH ST	3150	SEMI/DET 3 STY MASONRY	inside	2014-08-04	1
8871001021	461172400	1021 S 46TH ST	3150	SEMI/DET 3 STY MASONRY	inside	1990-06-01	110000
8871001023	461172500	1023 S 46TH ST	3150	SEMI/DET 3 STY MASONRY	inside	2012-12-28	3
8871001025	461172600	1025 S 46TH ST	3150	SEMI/DET 3 STY MASONRY	inside	1996-09-27	109000
8871001100	881709200	1100-02 S 46TH ST	10260	APTS 5-50 UNITS MASONRY	outside	2000-06-08	330000
8871001104	461181700	1104 S 46TH ST	2870	SEMI/DET 3 STY MASONRY	outside	1979-09-14	25000
8871001106	461181800	1106 S 46TH ST	2700	SEMI/DET 3 STY MASONRY	outside	1989-11-30	1
8871001108	881144030	1108-16 S 46TH ST	16512	APTS 5-50 UNITS MASONRY	outside	2002-02-04	300000
8871001117	461173000	1117 S 46TH ST	2400	S/D CONV APT 3 STY MASON	outside	2001-07-02	120000
8871001118	461182000	1118 S 46TH ST	2622	S/D CONV APT 3 STY MASON	outside	2004-05-07	280000
8871001119	461173100	1119 S 46TH ST	2400	S/D CONV APT 3 STY MASON	outside	2004-01-22	260000
8871001120	461182100	1120 S 46TH ST	2622	SEMI/DET 3 STY MASONRY	outside	2015-06-12	3
8871001121	461173200	1121 S 46TH ST	2400	S/D CONV APT 3 STY MASON	outside	2012-08-27	3
8871001122	461182200	1122 S 46TH ST	3059	S/D CONV APT 3 STY MASON	outside	2014-08-28	442500
8871001123	461173300	1123 S 46TH ST	2400	S/D CONV APT 3 STY MASON	outside	2007-10-30	1
8871001124	461182300	1124 S 46TH ST	2400	S/D CONV APT 3 STY MASON	outside	2011-01-31	1
8871001125	461173400	1125 S 46TH ST	2400	SEMI/DET 3 STY MASONRY	outside	2000-05-25	1
8871001126	461182400	1126 S 46TH ST	2400	S/D CONV APT 3 STY MASON	outside	2002-06-15	1
8871001127	461173500	1127 S 46TH ST	2400	S/D CONV APT 3 STY MASON	outside	1986-04-30	1
8871001128	461182500	1128 S 46TH ST	2400	SEMI/DET 3 STY MASONRY	outside	2013-11-25	295000
8871001129	461173600	1129 S 46TH ST	2624	S/D CONV APT 3 STY MASON	outside	2006-06-30	98000
8871001130	461182600	1130 S 46TH ST	2550	SEMI/DET 3 STY MASONRY	outside	2005-07-05	345000
8871001131	461173700	1131 S 46TH ST	2625	S/D W/D GAR 3 STY MASONRY	outside	2003-09-10	190000
8871001132	461182700	1132 S 46TH ST	2400	SEMI/DET 3 STY MASONRY	outside	2013-11-16	380000
8374004706	461106200	4706 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1976-12-11	41500
8374004707	461103700	4707 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1983-09-23	59000
8374004708	461106300	4708 WINDSOR ST	2970	S/D CONV APT 3 STY MASON	outside	2007-10-31	215000
8374004709	461103800	4709 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1982-09-01	54000
8374004710	461106400	4710 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1991-07-03	142000
8374004711	461103900	4711 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1991-05-30	155000
8374004712	461106500	4712 WINDSOR ST	2970	S/D CONV APT 3 STY MASON	outside	1987-06-01	33500
8374004713	461104000	4713 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1991-05-23	150000
8374004714	461106600	4714 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1990-07-20	1
8374004715	461104100	4715 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	2013-11-12	363000
8374004716	461106700	4716 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	2000-06-12	1
8374004717	461104200	4717 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1999-09-02	109150
8374004718	461106800	4718 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	1998-06-10	150000
8374004719	461104300	4719 WINDSOR ST	3130	S/D W/D GAR 3.5 STY MASON	outside	2009-06-05	510000
8374004720	461106900	4720 WINDSOR ST	2970	S/D CONV APT 3 STY MASON	outside	1976-09-15	1
8374004721	461104400	4721 WINDSOR ST	2970	SEMI/DET 3 STY MASONRY	outside	2011-05-06	390000
8150004706	461101000	4706 WARRINGTON AVE	2700	S/D CONV APT 3 STY MASON	outside	2004-08-13	213684
8150004708	461101100	4708 WARRINGTON AVE	2700	SEMI/DET 3 STY MASONRY	outside	1976-02-06	13400
8150004710	461101200	4710 WARRINGTON AVE	2700	SEMI/DET 3 STY MASONRY	outside	2006-12-15	39537
8150004712	461101300	4712 WARRINGTON AVE	2700	S/D CONV APT 3 STY MASON	outside	1995-10-06	1
8150004714	461101400	4714 WARRINGTON AVE	2700	S/D CONV APT 3 STY MASON	outside	1998-10-29	68000
8150004716	461101500	4716 WARRINGTON AVE	2700	S/D CONV APT 3 STY MASON	outside		1
8150004718	461101600	4718 WARRINGTON AVE	2700	SEMI/DET 3 STY MASONRY	outside	1995-07-27	78500
8150004720	461101700	4720 WARRINGTON AVE	2700	S/D CONV APT 3 STY MASON	outside	1995-08-31	75000
8150004722	461101800	4722 WARRINGTON AVE	2700	SEMI/DET 3 STY MASONRY	outside	2005-11-30	270000
8150004724	461101900	4724 WARRINGTON AVE	2700	S/D CONV APT 3 STY MASON	outside	2001-06-11	53500
8150004731	461099650	4731 WARRINGTON AVE	0	VACANT LAND RESIDE < ACRE	outside	1992-10-23	34800
3356500902	461190500	902 FARRAGUT TER	2397	S/D CONV APT 3 STY MASON	inside	1993-05-11	1
3356500904	461190600	904 FARRAGUT TER	2397	S/D CONV APT 3 STY MASON	inside	1981-09-21	40000
3356500906	461190700	906 FARRAGUT TER	2499	S/D CONV APT 3 STY MASON	inside	2007-01-12	1
3356500908	461190800	908 FARRAGUT TER	2397	SEMI/DET 3 STY MASONRY	inside	2001-08-30	105000
3356500909	461185700	909 FARRAGUT TER	1838	S/D CONV APT 3 STY MASON	inside	2005-05-24	294000
3356500910	461190900	910 FARRAGUT TER	2397	S/D CONV APT 3 STY MASON	inside	1996-10-10	35000
3356500911	461185800	911 FARRAGUT TER	1950	S/D CONV APT 3 STY MASON	inside	2007-09-07	420000
3356500912	461191000	912 FARRAGUT TER	2397	SEMI/DET 3 STY MASONRY	inside	1987-02-12	30000
3356500913	461185900	913 FARRAGUT TER	1800	SEMI/DET 3 STY MASONRY	inside	2003-05-01	200000
3356500914	461191100	914 FARRAGUT TER	2397	S/D CONV APT 3 STY MASON	inside	2009-07-09	3
3356500915	461186000	915 FARRAGUT TER	1800	S/D CONV APT 3 STY MASON	inside	1998-09-26	68000
3356500916	461191200	916 FARRAGUT TER	2397	S/D CONV APT 3 STY MASON	inside	1999-08-26	85000
3356500917	461186100	917 FARRAGUT TER	2250	SEMI/DET 3 STY MASONRY	inside	2003-12-08	230000
3356500918	461191300	918 FARRAGUT TER	2397	SEMI/DET 3 STY MASONRY	inside	2006-07-03	1
3356500919	461186200	919 FARRAGUT TER	2250	SEMI/DET 3 STY MASONRY	inside	1989-06-15	82000
3356500920	461191400	920 FARRAGUT TER	2397	SEMI/DET 3 STY MASONRY	inside	2014-06-13	440000
3356500921	461186300	921 FARRAGUT TER	2025	S/D CONV APT 3 STY MASON	inside	2005-09-09	1
3356500922	461191500	922 FARRAGUT TER	2397	SEMI/DET 3 STY MASONRY	inside	1999-09-30	85000
3356500923	461186400	923 FARRAGUT TER	2295	SEMI/DET 3 STY MASONRY	inside	1973-07-20	17900
3356500924	461191600	924 FARRAGUT TER	2397	S/D CONV APT 3 STY MASON	inside	1996-04-16	1
3356500925	461186500	925 FARRAGUT TER	2295	SEMI/DET 3 STY MASONRY	inside	2005-07-18	1
3356500927	881709300	927 FARRAGUT TER	2362	APTS 5-50 UNITS MASONRY	inside	2011-10-04	3
3356500929	774141000	929 FARRAGUT TER	3312	SCHOOL 2 STY MASONRY	inside		1
8871000211	461162900	211 S 46TH ST	3078	S/D CONV APT 3.5 STY MAS	inside	1996-12-16	50000
8871000212	461173900	212 S 46TH ST	2340	APT 2-4 UNITS 2 STY MASON	inside	1999-04-07	43000
8871000213	461163000	213 S 46TH ST	3078	SEMI/DET 3.5 STY MASONRY	inside	1998-09-22	39650
8871000214	461174000	214 S 46TH ST	0	VACANT LAND RESIDE < ACRE	inside	2015-09-12	59606
8871000215	881708500	215 S 46TH ST	3000	APTS 5-50 UNITS MASONRY	inside	2003-05-29	155000
8871000216	461174100	216 S 46TH ST	2340	APT 2-4 UNITS 2 STY MASON	inside	1994-01-27	75000
8871000217	461163200	217 S 46TH ST	3078	SEMI/DET 3.5 STY MASONRY	inside	2015-09-14	500000
8871000218	461174200	218 S 46TH ST	2340	APT 2-4 UNITS 2 STY MASON	inside	1994-01-27	75000
8871000219	461163300	219 S 46TH ST	3078	SEMI/DET 4 STY MASONRY	inside	2010-02-11	380000
8871000220	461174300	220 S 46TH ST	2340	APT 2-4 UNITS 2 STY MASON	inside	2003-04-04	51000
8871000221	461163400	221 S 46TH ST	3078	SEMI/DET 4 STY MASONRY	inside	1998-07-31	30000
8871000222	461174500	222 S 46TH ST	0	VACANT LAND RESIDE < ACRE	inside	2015-06-30	86000
8871000223	461163550	223 S 46TH ST	0	VACANT LAND RESIDE < ACRE	inside	2014-02-06	40000
8871000224	461174600	224 S 46TH ST	2550	S/D CONV APT 3 STY MASON	inside	2010-11-03	30849
8871000225	461163600	225 S 46TH ST	3078	S/D CONV APT 4 STY MASON	inside	2010-07-29	279000
8871000226	461174700	226 S 46TH ST	2690	S/D CONV APT 3 STY MASON	inside	2015-11-17	460000
8871000227	461163700	227 S 46TH ST	3078	SEMI/DET 4 STY MASONRY	inside	2011-01-21	351000
8871000228	461174800	228 S 46TH ST	2550	S/D CONV APT 3 STY MASON	inside	1997-06-20	68500
8871000229	461163850	229 S 46TH ST	3078	SEMI/DET 4 STY MASONRY	inside	1998-08-01	1
8871000230	461174900	230 S 46TH ST	2550	S/D CONV APT 3 STY MASON	inside	2007-08-22	1
8871000231	881708700	231-33 S 46TH ST	5670	APTS 5-50 UNITS MASONRY	inside	2006-08-09	590000
8871000232	461175000	232 S 46TH ST	2550	S/D CONV APT 3 STY MASON	inside	2007-08-22	1
8871000234	461175100	234 S 46TH ST	2550	S/D CONV APT 3 STY MASON	inside	2010-04-09	320000
8871000235	461164000	235 S 46TH ST	3024	SEMI/DET 4 STY MASONRY	inside	2004-09-22	40000
8871000237	461164100	237 S 46TH ST	2955	S/D CONV APT 4 STY MASON	inside	2004-01-12	46200
8871000239	461164200	239 S 46TH ST	2955	SEMI/DET 4 STY MASONRY	inside		1
8871000241	461164300	241 S 46TH ST	2955	S/D CONV APT 4 STY MASON	inside	1992-08-25	76000
8871000242	461175200	242 S 46TH ST	2550	ROW W/DET GAR 3 STY MAS	inside	1999-07-29	99900
8871000243	461164400	243 S 46TH ST	2955	SEMI/DET 4 STY MASONRY	inside	2002-07-11	195000
8871000244	461175300	244 S 46TH ST	2112	ROW 3 STY MASONRY	inside	1985-05-31	55000
8871000245	774382010	245 S 46TH ST	2475	APTS 5-50 UNITS MASONRY	inside	1997-03-07	35000
8871000246	461175400	246 S 46TH ST	2112	ROW 3 STY MASONRY	inside	2015-04-07	413750
8871000247	461164600	247 S 46TH ST	2955	SEMI/DET 4 STY MASONRY	inside	2015-07-31	540000
8871000248	461175500	248 S 46TH ST	2112	ROW 3 STY MASONRY	inside	2011-09-26	390000
8871000249	461164700	249 S 46TH ST	2955	S/D CONV APT 4 STY MASON	inside	1979-07-24	40000
8871000250	461175600	250 S 46TH ST	2112	ROW 3 STY MASONRY	inside	2006-11-03	232800
8871000251	461164800	251 S 46TH ST	2955	SEMI/DET 4 STY MASONRY	inside	2010-09-28	4
8871000252	461175700	252 S 46TH ST	2016	ROW 3 STY MASONRY	inside	2008-08-22	383000
8871000253	461164900	253 S 46TH ST	2955	S/D CONV APT 4 STY MASON	inside	2015-08-28	449000
8871000254	461175800	254 S 46TH ST	2112	ROW 3 STY MASONRY	inside	2010-09-24	1
8871000255	461165000	255 S 46TH ST	2955	ROW 3.5 STY MASONRY	inside	2012-12-28	1
8871000256	461175900	256 S 46TH ST	2112	ROW 3 STY MASONRY	inside	2002-07-17	99000
8871000257	461165100	257 S 46TH ST	2955	S/D CONV APT 4 STY MASON	inside	1992-04-06	1
8871000258	461176000	258 S 46TH ST	2112	ROW 3 STY MASONRY	inside	2009-01-05	350000
8871000259	461165200	259 S 46TH ST	2955	S/D CONV APT 4 STY MASON	inside	1985-09-09	1
8871000260	461176100	260 S 46TH ST	2112	ROW 3 STY MASONRY	inside	2014-12-22	3
8871000262	461176200	262 S 46TH ST	2112	ROW 3 STY MASONRY	inside	1998-06-19	84000
8871000264	461176300	264 S 46TH ST	2112	ROW 3 STY MASONRY	inside	1998-11-15	95000
8871000266	461176400	266 S 46TH ST	1984	ROW 3 STY MASONRY	inside	2005-12-02	1
